,sig_id,pert_id,pert_iname,pert_type,cell_id,pert_idose,pert_itime,distil_id
2292,LJP005_HEPG2_24H:A20,BRD-K78431006,crizotinib,trt_cp,HEPG2,3.33 um,24 h,LJP005_HEPG2_24H_X1_B19:A20|LJP005_HEPG2_24H_X2_B19:A20|LJP005_HEPG2_24H_X3_B19:A20
2293,LJP005_HEPG2_24H:A21,BRD-K78431006,crizotinib,trt_cp,HEPG2,1.11 um,24 h,LJP005_HEPG2_24H_X1_B19:A21|LJP005_HEPG2_24H_X2_B19:A21|LJP005_HEPG2_24H_X3_B19:A21
2294,LJP005_HEPG2_24H:A22,BRD-K78431006,crizotinib,trt_cp,HEPG2,0.37 um,24 h,LJP005_HEPG2_24H_X1_B19:A22|LJP005_HEPG2_24H_X2_B19:A22|LJP005_HEPG2_24H_X3_B19:A22
2295,LJP005_HEPG2_24H:A23,BRD-K78431006,crizotinib,trt_cp,HEPG2,0.12 um,24 h,LJP005_HEPG2_24H_X1_B19:A23|LJP005_HEPG2_24H_X2_B19:A23|LJP005_HEPG2_24H_X3_B19:A23
2306,LJP005_HEPG2_24H:B13,BRD-K59369769,tozasertib,trt_cp,HEPG2,10.0 um,24 h,LJP005_HEPG2_24H_X1_B19:B13|LJP005_HEPG2_24H_X2_B19:B13|LJP005_HEPG2_24H_X3_B19:B13
2307,LJP005_HEPG2_24H:B14,BRD-K59369769,tozasertib,trt_cp,HEPG2,3.33 um,24 h,LJP005_HEPG2_24H_X1_B19:B14|LJP005_HEPG2_24H_X2_B19:B14|LJP005_HEPG2_24H_X3_B19:B14
2308,LJP005_HEPG2_24H:B15,BRD-K59369769,tozasertib,trt_cp,HEPG2,1.11 um,24 h,LJP005_HEPG2_24H_X1_B19:B15|LJP005_HEPG2_24H_X2_B19:B15|LJP005_HEPG2_24H_X3_B19:B15
2309,LJP005_HEPG2_24H:B16,BRD-K59369769,tozasertib,trt_cp,HEPG2,0.37 um,24 h,LJP005_HEPG2_24H_X1_B19:B16|LJP005_HEPG2_24H_X2_B19:B16|LJP005_HEPG2_24H_X3_B19:B16
2310,LJP005_HEPG2_24H:B17,BRD-K59369769,tozasertib,trt_cp,HEPG2,0.12 um,24 h,LJP005_HEPG2_24H_X1_B19:B17|LJP005_HEPG2_24H_X2_B19:B17|LJP005_HEPG2_24H_X3_B19:B17
2311,LJP005_HEPG2_24H:B18,BRD-K59369769,tozasertib,trt_cp,HEPG2,0.04 um,24 h,LJP005_HEPG2_24H_X1_B19:B18|LJP005_HEPG2_24H_X2_B19:B18|LJP005_HEPG2_24H_X3_B19:B18
2318,LJP005_HEPG2_24H:C01,BRD-K49865102,PD-0325901,trt_cp,HEPG2,10.0 um,24 h,LJP005_HEPG2_24H_X1_B19:C01|LJP005_HEPG2_24H_X2_B19:C01|LJP005_HEPG2_24H_X3_B19:C01
2319,LJP005_HEPG2_24H:C02,BRD-K49865102,PD-0325901,trt_cp,HEPG2,3.33 um,24 h,LJP005_HEPG2_24H_X1_B19:C02|LJP005_HEPG2_24H_X2_B19:C02|LJP005_HEPG2_24H_X3_B19:C02
2320,LJP005_HEPG2_24H:C03,BRD-K49865102,PD-0325901,trt_cp,HEPG2,1.11 um,24 h,LJP005_HEPG2_24H_X1_B19:C03|LJP005_HEPG2_24H_X2_B19:C03|LJP005_HEPG2_24H_X3_B19:C03
2321,LJP005_HEPG2_24H:C04,BRD-K49865102,PD-0325901,trt_cp,HEPG2,0.37 um,24 h,LJP005_HEPG2_24H_X1_B19:C04|LJP005_HEPG2_24H_X2_B19:C04|LJP005_HEPG2_24H_X3_B19:C04
2322,LJP005_HEPG2_24H:C05,BRD-K49865102,PD-0325901,trt_cp,HEPG2,0.12 um,24 h,LJP005_HEPG2_24H_X1_B19:C05|LJP005_HEPG2_24H_X2_B19:C05|LJP005_HEPG2_24H_X3_B19:C05
2323,LJP005_HEPG2_24H:C06,BRD-K49865102,PD-0325901,trt_cp,HEPG2,0.04 um,24 h,LJP005_HEPG2_24H_X1_B19:C06|LJP005_HEPG2_24H_X2_B19:C06|LJP005_HEPG2_24H_X3_B19:C06
2324,LJP005_HEPG2_24H:C07,BRD-K00337317,NU-7441,trt_cp,HEPG2,10.0 um,24 h,LJP005_HEPG2_24H_X1_B19:C07|LJP005_HEPG2_24H_X2_B19:C07|LJP005_HEPG2_24H_X3_B19:C07
2325,LJP005_HEPG2_24H:C08,BRD-K00337317,NU-7441,trt_cp,HEPG2,3.33 um,24 h,LJP005_HEPG2_24H_X1_B19:C08|LJP005_HEPG2_24H_X2_B19:C08|LJP005_HEPG2_24H_X3_B19:C08
2326,LJP005_HEPG2_24H:C09,BRD-K00337317,NU-7441,trt_cp,HEPG2,1.11 um,24 h,LJP005_HEPG2_24H_X1_B19:C09|LJP005_HEPG2_24H_X2_B19:C09|LJP005_HEPG2_24H_X3_B19:C09
2327,LJP005_HEPG2_24H:C10,BRD-K00337317,NU-7441,trt_cp,HEPG2,0.37 um,24 h,LJP005_HEPG2_24H_X1_B19:C10|LJP005_HEPG2_24H_X2_B19:C10|LJP005_HEPG2_24H_X3_B19:C10
2328,LJP005_HEPG2_24H:C11,BRD-K00337317,NU-7441,trt_cp,HEPG2,0.12 um,24 h,LJP005_HEPG2_24H_X1_B19:C11|LJP005_HEPG2_24H_X2_B19:C11|LJP005_HEPG2_24H_X3_B19:C11
2329,LJP005_HEPG2_24H:C12,BRD-K00337317,NU-7441,trt_cp,HEPG2,0.04 um,24 h,LJP005_HEPG2_24H_X1_B19:C12|LJP005_HEPG2_24H_X2_B19:C12|LJP005_HEPG2_24H_X3_B19:C12
2336,LJP005_HEPG2_24H:C19,BRD-K21680192,mitoxantrone,trt_cp,HEPG2,10.0 um,24 h,LJP005_HEPG2_24H_X1_B19:C19|LJP005_HEPG2_24H_X2_B19:C19|LJP005_HEPG2_24H_X3_B19:C19
2337,LJP005_HEPG2_24H:C20,BRD-K21680192,mitoxantrone,trt_cp,HEPG2,3.33 um,24 h,LJP005_HEPG2_24H_X1_B19:C20|LJP005_HEPG2_24H_X2_B19:C20|LJP005_HEPG2_24H_X3_B19:C20
2338,LJP005_HEPG2_24H:C21,BRD-K21680192,mitoxantrone,trt_cp,HEPG2,1.11 um,24 h,LJP005_HEPG2_24H_X1_B19:C21|LJP005_HEPG2_24H_X2_B19:C21|LJP005_HEPG2_24H_X3_B19:C21
2339,LJP005_HEPG2_24H:C22,BRD-K21680192,mitoxantrone,trt_cp,HEPG2,0.37 um,24 h,LJP005_HEPG2_24H_X1_B19:C22|LJP005_HEPG2_24H_X2_B19:C22|LJP005_HEPG2_24H_X3_B19:C22
2340,LJP005_HEPG2_24H:C23,BRD-K21680192,mitoxantrone,trt_cp,HEPG2,0.12 um,24 h,LJP005_HEPG2_24H_X1_B19:C23|LJP005_HEPG2_24H_X2_B19:C23|LJP005_HEPG2_24H_X3_B19:C23
2341,LJP005_HEPG2_24H:C24,BRD-K21680192,mitoxantrone,trt_cp,HEPG2,0.04 um,24 h,LJP005_HEPG2_24H_X1_B19:C24|LJP005_HEPG2_24H_X2_B19:C24|LJP005_HEPG2_24H_X3_B19:C24
2342,LJP005_HEPG2_24H:D01,BRD-K49328571,dasatinib,trt_cp,HEPG2,10.0 um,24 h,LJP005_HEPG2_24H_X1_B19:D01|LJP005_HEPG2_24H_X2_B19:D01|LJP005_HEPG2_24H_X3_B19:D01
2343,LJP005_HEPG2_24H:D02,BRD-K49328571,dasatinib,trt_cp,HEPG2,3.33 um,24 h,LJP005_HEPG2_24H_X1_B19:D02|LJP005_HEPG2_24H_X2_B19:D02|LJP005_HEPG2_24H_X3_B19:D02
2344,LJP005_HEPG2_24H:D03,BRD-K49328571,dasatinib,trt_cp,HEPG2,1.11 um,24 h,LJP005_HEPG2_24H_X1_B19:D03|LJP005_HEPG2_24H_X2_B19:D03|LJP005_HEPG2_24H_X3_B19:D03
2345,LJP005_HEPG2_24H:D04,BRD-K49328571,dasatinib,trt_cp,HEPG2,0.37 um,24 h,LJP005_HEPG2_24H_X1_B19:D04|LJP005_HEPG2_24H_X2_B19:D04|LJP005_HEPG2_24H_X3_B19:D04
2346,LJP005_HEPG2_24H:D05,BRD-K49328571,dasatinib,trt_cp,HEPG2,0.12 um,24 h,LJP005_HEPG2_24H_X1_B19:D05|LJP005_HEPG2_24H_X2_B19:D05|LJP005_HEPG2_24H_X3_B19:D05
2347,LJP005_HEPG2_24H:D06,BRD-K49328571,dasatinib,trt_cp,HEPG2,0.04 um,24 h,LJP005_HEPG2_24H_X1_B19:D06|LJP005_HEPG2_24H_X2_B19:D06|LJP005_HEPG2_24H_X3_B19:D06
2348,LJP005_HEPG2_24H:D07,BRD-K63923597,barasertib-HQPA,trt_cp,HEPG2,10.0 um,24 h,LJP005_HEPG2_24H_X1_B19:D07|LJP005_HEPG2_24H_X2_B19:D07|LJP005_HEPG2_24H_X3_B19:D07
2349,LJP005_HEPG2_24H:D08,BRD-K63923597,barasertib-HQPA,trt_cp,HEPG2,3.33 um,24 h,LJP005_HEPG2_24H_X1_B19:D08|LJP005_HEPG2_24H_X2_B19:D08|LJP005_HEPG2_24H_X3_B19:D08
2350,LJP005_HEPG2_24H:D09,BRD-K63923597,barasertib-HQPA,trt_cp,HEPG2,1.11 um,24 h,LJP005_HEPG2_24H_X1_B19:D09|LJP005_HEPG2_24H_X2_B19:D09|LJP005_HEPG2_24H_X3_B19:D09
2351,LJP005_HEPG2_24H:D10,BRD-K63923597,barasertib-HQPA,trt_cp,HEPG2,0.37 um,24 h,LJP005_HEPG2_24H_X1_B19:D10|LJP005_HEPG2_24H_X2_B19:D10|LJP005_HEPG2_24H_X3_B19:D10
2352,LJP005_HEPG2_24H:D11,BRD-K63923597,barasertib-HQPA,trt_cp,HEPG2,0.12 um,24 h,LJP005_HEPG2_24H_X1_B19:D11|LJP005_HEPG2_24H_X2_B19:D11|LJP005_HEPG2_24H_X3_B19:D11
2353,LJP005_HEPG2_24H:D12,BRD-K63923597,barasertib-HQPA,trt_cp,HEPG2,0.04 um,24 h,LJP005_HEPG2_24H_X1_B19:D12|LJP005_HEPG2_24H_X2_B19:D12|LJP005_HEPG2_24H_X3_B19:D12
2438,LJP005_HEPG2_24H:H01,BRD-K42191735,buparlisib,trt_cp,HEPG2,10.0 um,24 h,LJP005_HEPG2_24H_X1_B19:H01|LJP005_HEPG2_24H_X2_B19:H01|LJP005_HEPG2_24H_X3_B19:H01
2439,LJP005_HEPG2_24H:H02,BRD-K42191735,buparlisib,trt_cp,HEPG2,3.33 um,24 h,LJP005_HEPG2_24H_X1_B19:H02|LJP005_HEPG2_24H_X2_B19:H02|LJP005_HEPG2_24H_X3_B19:H02
2440,LJP005_HEPG2_24H:H03,BRD-K42191735,buparlisib,trt_cp,HEPG2,1.11 um,24 h,LJP005_HEPG2_24H_X1_B19:H03|LJP005_HEPG2_24H_X2_B19:H03|LJP005_HEPG2_24H_X3_B19:H03
2441,LJP005_HEPG2_24H:H04,BRD-K42191735,buparlisib,trt_cp,HEPG2,0.37 um,24 h,LJP005_HEPG2_24H_X1_B19:H04|LJP005_HEPG2_24H_X2_B19:H04|LJP005_HEPG2_24H_X3_B19:H04
2442,LJP005_HEPG2_24H:H05,BRD-K42191735,buparlisib,trt_cp,HEPG2,0.12 um,24 h,LJP005_HEPG2_24H_X1_B19:H05|LJP005_HEPG2_24H_X2_B19:H05|LJP005_HEPG2_24H_X3_B19:H05
2443,LJP005_HEPG2_24H:H06,BRD-K42191735,buparlisib,trt_cp,HEPG2,0.04 um,24 h,LJP005_HEPG2_24H_X1_B19:H06|LJP005_HEPG2_24H_X2_B19:H06|LJP005_HEPG2_24H_X3_B19:H06
2450,LJP005_HEPG2_24H:H13,BRD-K65182930,NVP-AUY922,trt_cp,HEPG2,10.0 um,24 h,LJP005_HEPG2_24H_X1_B19:H13|LJP005_HEPG2_24H_X2_B19:H13|LJP005_HEPG2_24H_X3_B19:H13
2451,LJP005_HEPG2_24H:H14,BRD-K65182930,NVP-AUY922,trt_cp,HEPG2,3.33 um,24 h,LJP005_HEPG2_24H_X1_B19:H14|LJP005_HEPG2_24H_X2_B19:H14|LJP005_HEPG2_24H_X3_B19:H14
2452,LJP005_HEPG2_24H:H15,BRD-K65182930,NVP-AUY922,trt_cp,HEPG2,1.11 um,24 h,LJP005_HEPG2_24H_X1_B19:H15|LJP005_HEPG2_24H_X2_B19:H15|LJP005_HEPG2_24H_X3_B19:H15
2453,LJP005_HEPG2_24H:H16,BRD-K65182930,NVP-AUY922,trt_cp,HEPG2,0.37 um,24 h,LJP005_HEPG2_24H_X1_B19:H16|LJP005_HEPG2_24H_X2_B19:H16|LJP005_HEPG2_24H_X3_B19:H16
2454,LJP005_HEPG2_24H:H17,BRD-K65182930,NVP-AUY922,trt_cp,HEPG2,0.12 um,24 h,LJP005_HEPG2_24H_X1_B19:H17|LJP005_HEPG2_24H_X2_B19:H17|LJP005_HEPG2_24H_X3_B19:H17
2455,LJP005_HEPG2_24H:H18,BRD-K65182930,NVP-AUY922,trt_cp,HEPG2,0.04 um,24 h,LJP005_HEPG2_24H_X1_B19:H18|LJP005_HEPG2_24H_X2_B19:H18|LJP005_HEPG2_24H_X3_B19:H18
2456,LJP005_HEPG2_24H:H19,BRD-A41692738,TGX-221,trt_cp,HEPG2,10.0 um,24 h,LJP005_HEPG2_24H_X1_B19:H19|LJP005_HEPG2_24H_X2_B19:H19|LJP005_HEPG2_24H_X3_B19:H19
2457,LJP005_HEPG2_24H:H20,BRD-A41692738,TGX-221,trt_cp,HEPG2,3.33 um,24 h,LJP005_HEPG2_24H_X1_B19:H20|LJP005_HEPG2_24H_X2_B19:H20|LJP005_HEPG2_24H_X3_B19:H20
2458,LJP005_HEPG2_24H:H21,BRD-A41692738,TGX-221,trt_cp,HEPG2,1.11 um,24 h,LJP005_HEPG2_24H_X1_B19:H21|LJP005_HEPG2_24H_X2_B19:H21|LJP005_HEPG2_24H_X3_B19:H21
2459,LJP005_HEPG2_24H:H22,BRD-A41692738,TGX-221,trt_cp,HEPG2,0.37 um,24 h,LJP005_HEPG2_24H_X1_B19:H22|LJP005_HEPG2_24H_X2_B19:H22|LJP005_HEPG2_24H_X3_B19:H22
2460,LJP005_HEPG2_24H:H23,BRD-A41692738,TGX-221,trt_cp,HEPG2,0.12 um,24 h,LJP005_HEPG2_24H_X1_B19:H23|LJP005_HEPG2_24H_X2_B19:H23|LJP005_HEPG2_24H_X3_B19:H23
2461,LJP005_HEPG2_24H:H24,BRD-A41692738,TGX-221,trt_cp,HEPG2,0.04 um,24 h,LJP005_HEPG2_24H_X1_B19:H24|LJP005_HEPG2_24H_X2_B19:H24|LJP005_HEPG2_24H_X3_B19:H24
2480,LJP005_HEPG2_24H:I19,BRD-K68174511,torin-2,trt_cp,HEPG2,10.0 um,24 h,LJP005_HEPG2_24H_X1_B19:I19|LJP005_HEPG2_24H_X2_B19:I19|LJP005_HEPG2_24H_X3_B19:I19
2481,LJP005_HEPG2_24H:I20,BRD-K68174511,torin-2,trt_cp,HEPG2,3.33 um,24 h,LJP005_HEPG2_24H_X1_B19:I20|LJP005_HEPG2_24H_X2_B19:I20|LJP005_HEPG2_24H_X3_B19:I20
2482,LJP005_HEPG2_24H:I21,BRD-K68174511,torin-2,trt_cp,HEPG2,1.11 um,24 h,LJP005_HEPG2_24H_X1_B19:I21|LJP005_HEPG2_24H_X2_B19:I21|LJP005_HEPG2_24H_X3_B19:I21
2483,LJP005_HEPG2_24H:I22,BRD-K68174511,torin-2,trt_cp,HEPG2,0.37 um,24 h,LJP005_HEPG2_24H_X1_B19:I22|LJP005_HEPG2_24H_X2_B19:I22|LJP005_HEPG2_24H_X3_B19:I22
2484,LJP005_HEPG2_24H:I23,BRD-K68174511,torin-2,trt_cp,HEPG2,0.12 um,24 h,LJP005_HEPG2_24H_X1_B19:I23|LJP005_HEPG2_24H_X2_B19:I23|LJP005_HEPG2_24H_X3_B19:I23
2485,LJP005_HEPG2_24H:I24,BRD-K68174511,torin-2,trt_cp,HEPG2,0.04 um,24 h,LJP005_HEPG2_24H_X1_B19:I24|LJP005_HEPG2_24H_X2_B19:I24|LJP005_HEPG2_24H_X3_B19:I24
2486,LJP005_HEPG2_24H:J01,BRD-K07691486,roscovitine,trt_cp,HEPG2,10.0 um,24 h,LJP005_HEPG2_24H_X1_B19:J01|LJP005_HEPG2_24H_X2_B19:J01|LJP005_HEPG2_24H_X3_B19:J01
2487,LJP005_HEPG2_24H:J02,BRD-K07691486,roscovitine,trt_cp,HEPG2,3.33 um,24 h,LJP005_HEPG2_24H_X1_B19:J02|LJP005_HEPG2_24H_X2_B19:J02|LJP005_HEPG2_24H_X3_B19:J02
2488,LJP005_HEPG2_24H:J03,BRD-K07691486,roscovitine,trt_cp,HEPG2,1.11 um,24 h,LJP005_HEPG2_24H_X1_B19:J03|LJP005_HEPG2_24H_X2_B19:J03|LJP005_HEPG2_24H_X3_B19:J03
2489,LJP005_HEPG2_24H:J04,BRD-K07691486,roscovitine,trt_cp,HEPG2,0.37 um,24 h,LJP005_HEPG2_24H_X1_B19:J04|LJP005_HEPG2_24H_X2_B19:J04|LJP005_HEPG2_24H_X3_B19:J04
2490,LJP005_HEPG2_24H:J05,BRD-K07691486,roscovitine,trt_cp,HEPG2,0.12 um,24 h,LJP005_HEPG2_24H_X1_B19:J05|LJP005_HEPG2_24H_X2_B19:J05|LJP005_HEPG2_24H_X3_B19:J05
2491,LJP005_HEPG2_24H:J06,BRD-K07691486,roscovitine,trt_cp,HEPG2,0.04 um,24 h,LJP005_HEPG2_24H_X1_B19:J06|LJP005_HEPG2_24H_X2_B19:J06|LJP005_HEPG2_24H_X3_B19:J06
2504,LJP005_HEPG2_24H:J19,BRD-K03063480,PF-477736,trt_cp,HEPG2,10.0 um,24 h,LJP005_HEPG2_24H_X1_B19:J19|LJP005_HEPG2_24H_X2_B19:J19|LJP005_HEPG2_24H_X3_B19:J19
2505,LJP005_HEPG2_24H:J20,BRD-K03063480,PF-477736,trt_cp,HEPG2,3.33 um,24 h,LJP005_HEPG2_24H_X1_B19:J20|LJP005_HEPG2_24H_X2_B19:J20|LJP005_HEPG2_24H_X3_B19:J20
2506,LJP005_HEPG2_24H:J21,BRD-K03063480,PF-477736,trt_cp,HEPG2,1.11 um,24 h,LJP005_HEPG2_24H_X1_B19:J21|LJP005_HEPG2_24H_X2_B19:J21|LJP005_HEPG2_24H_X3_B19:J21
2507,LJP005_HEPG2_24H:J22,BRD-K03063480,PF-477736,trt_cp,HEPG2,0.37 um,24 h,LJP005_HEPG2_24H_X1_B19:J22|LJP005_HEPG2_24H_X2_B19:J22|LJP005_HEPG2_24H_X3_B19:J22
2508,LJP005_HEPG2_24H:J23,BRD-K03063480,PF-477736,trt_cp,HEPG2,0.12 um,24 h,LJP005_HEPG2_24H_X1_B19:J23|LJP005_HEPG2_24H_X2_B19:J23|LJP005_HEPG2_24H_X3_B19:J23
2509,LJP005_HEPG2_24H:J24,BRD-K03063480,PF-477736,trt_cp,HEPG2,0.04 um,24 h,LJP005_HEPG2_24H_X1_B19:J24|LJP005_HEPG2_24H_X2_B19:J24|LJP005_HEPG2_24H_X3_B19:J24
2510,LJP005_HEPG2_24H:K01,BRD-K16478699,PLX-4720,trt_cp,HEPG2,10.0 um,24 h,LJP005_HEPG2_24H_X1_B19:K01|LJP005_HEPG2_24H_X2_B19:K01|LJP005_HEPG2_24H_X3_B19:K01
2511,LJP005_HEPG2_24H:K02,BRD-K16478699,PLX-4720,trt_cp,HEPG2,3.33 um,24 h,LJP005_HEPG2_24H_X1_B19:K02|LJP005_HEPG2_24H_X2_B19:K02|LJP005_HEPG2_24H_X3_B19:K02
2512,LJP005_HEPG2_24H:K03,BRD-K16478699,PLX-4720,trt_cp,HEPG2,1.11 um,24 h,LJP005_HEPG2_24H_X1_B19:K03|LJP005_HEPG2_24H_X2_B19:K03|LJP005_HEPG2_24H_X3_B19:K03
2513,LJP005_HEPG2_24H:K04,BRD-K16478699,PLX-4720,trt_cp,HEPG2,0.37 um,24 h,LJP005_HEPG2_24H_X1_B19:K04|LJP005_HEPG2_24H_X2_B19:K04|LJP005_HEPG2_24H_X3_B19:K04
2514,LJP005_HEPG2_24H:K05,BRD-K16478699,PLX-4720,trt_cp,HEPG2,0.12 um,24 h,LJP005_HEPG2_24H_X1_B19:K05|LJP005_HEPG2_24H_X2_B19:K05|LJP005_HEPG2_24H_X3_B19:K05
2515,LJP005_HEPG2_24H:K06,BRD-K16478699,PLX-4720,trt_cp,HEPG2,0.04 um,24 h,LJP005_HEPG2_24H_X1_B19:K06|LJP005_HEPG2_24H_X2_B19:K06|LJP005_HEPG2_24H_X3_B19:K06
2528,LJP005_HEPG2_24H:K19,BRD-A18328003,GDC-0980,trt_cp,HEPG2,10.0 um,24 h,LJP005_HEPG2_24H_X1_B19:K19|LJP005_HEPG2_24H_X2_B19:K19|LJP005_HEPG2_24H_X3_B19:K19
2529,LJP005_HEPG2_24H:K20,BRD-A18328003,GDC-0980,trt_cp,HEPG2,3.33 um,24 h,LJP005_HEPG2_24H_X1_B19:K20|LJP005_HEPG2_24H_X2_B19:K20|LJP005_HEPG2_24H_X3_B19:K20
2530,LJP005_HEPG2_24H:K21,BRD-A18328003,GDC-0980,trt_cp,HEPG2,1.11 um,24 h,LJP005_HEPG2_24H_X1_B19:K21|LJP005_HEPG2_24H_X2_B19:K21|LJP005_HEPG2_24H_X3_B19:K21
2531,LJP005_HEPG2_24H:K22,BRD-A18328003,GDC-0980,trt_cp,HEPG2,0.37 um,24 h,LJP005_HEPG2_24H_X1_B19:K22|LJP005_HEPG2_24H_X2_B19:K22|LJP005_HEPG2_24H_X3_B19:K22
2532,LJP005_HEPG2_24H:K23,BRD-A18328003,GDC-0980,trt_cp,HEPG2,0.12 um,24 h,LJP005_HEPG2_24H_X1_B19:K23|LJP005_HEPG2_24H_X2_B19:K23|LJP005_HEPG2_24H_X3_B19:K23
2533,LJP005_HEPG2_24H:K24,BRD-A18328003,GDC-0980,trt_cp,HEPG2,0.04 um,24 h,LJP005_HEPG2_24H_X1_B19:K24|LJP005_HEPG2_24H_X2_B19:K24|LJP005_HEPG2_24H_X3_B19:K24
2540,LJP005_HEPG2_24H:L07,BRD-K05104363,PD-184352,trt_cp,HEPG2,10.0 um,24 h,LJP005_HEPG2_24H_X1_B19:L07|LJP005_HEPG2_24H_X2_B19:L07|LJP005_HEPG2_24H_X3_B19:L07
2541,LJP005_HEPG2_24H:L08,BRD-K05104363,PD-184352,trt_cp,HEPG2,3.33 um,24 h,LJP005_HEPG2_24H_X1_B19:L08|LJP005_HEPG2_24H_X2_B19:L08|LJP005_HEPG2_24H_X3_B19:L08
2542,LJP005_HEPG2_24H:L09,BRD-K05104363,PD-184352,trt_cp,HEPG2,1.11 um,24 h,LJP005_HEPG2_24H_X1_B19:L09|LJP005_HEPG2_24H_X2_B19:L09|LJP005_HEPG2_24H_X3_B19:L09
2543,LJP005_HEPG2_24H:L10,BRD-K05104363,PD-184352,trt_cp,HEPG2,0.37 um,24 h,LJP005_HEPG2_24H_X1_B19:L10|LJP005_HEPG2_24H_X2_B19:L10|LJP005_HEPG2_24H_X3_B19:L10
2544,LJP005_HEPG2_24H:L11,BRD-K05104363,PD-184352,trt_cp,HEPG2,0.12 um,24 h,LJP005_HEPG2_24H_X1_B19:L11|LJP005_HEPG2_24H_X2_B19:L11|LJP005_HEPG2_24H_X3_B19:L11
2545,LJP005_HEPG2_24H:L12,BRD-K05104363,PD-184352,trt_cp,HEPG2,0.04 um,24 h,LJP005_HEPG2_24H_X1_B19:L12|LJP005_HEPG2_24H_X2_B19:L12|LJP005_HEPG2_24H_X3_B19:L12
2558,LJP005_HEPG2_24H:M01,BRD-K94176593,TWS-119,trt_cp,HEPG2,10.0 um,24 h,LJP005_HEPG2_24H_X1_B19:M01|LJP005_HEPG2_24H_X2_B19:M01|LJP005_HEPG2_24H_X3_B19:M01
2559,LJP005_HEPG2_24H:M02,BRD-K94176593,TWS-119,trt_cp,HEPG2,3.33 um,24 h,LJP005_HEPG2_24H_X1_B19:M02|LJP005_HEPG2_24H_X2_B19:M02|LJP005_HEPG2_24H_X3_B19:M02
2560,LJP005_HEPG2_24H:M03,BRD-K94176593,TWS-119,trt_cp,HEPG2,1.11 um,24 h,LJP005_HEPG2_24H_X1_B19:M03|LJP005_HEPG2_24H_X2_B19:M03|LJP005_HEPG2_24H_X3_B19:M03
2561,LJP005_HEPG2_24H:M04,BRD-K94176593,TWS-119,trt_cp,HEPG2,0.37 um,24 h,LJP005_HEPG2_24H_X1_B19:M04|LJP005_HEPG2_24H_X2_B19:M04|LJP005_HEPG2_24H_X3_B19:M04
2562,LJP005_HEPG2_24H:M05,BRD-K94176593,TWS-119,trt_cp,HEPG2,0.12 um,24 h,LJP005_HEPG2_24H_X1_B19:M05|LJP005_HEPG2_24H_X2_B19:M05|LJP005_HEPG2_24H_X3_B19:M05
2563,LJP005_HEPG2_24H:M06,BRD-K94176593,TWS-119,trt_cp,HEPG2,0.04 um,24 h,LJP005_HEPG2_24H_X1_B19:M06|LJP005_HEPG2_24H_X2_B19:M06|LJP005_HEPG2_24H_X3_B19:M06
2576,LJP005_HEPG2_24H:M19,BRD-K70401845,erlotinib,trt_cp,HEPG2,10.0 um,24 h,LJP005_HEPG2_24H_X1_B19:M19|LJP005_HEPG2_24H_X2_B19:M19|LJP005_HEPG2_24H_X3_B19:M19
2577,LJP005_HEPG2_24H:M20,BRD-K70401845,erlotinib,trt_cp,HEPG2,3.33 um,24 h,LJP005_HEPG2_24H_X1_B19:M20|LJP005_HEPG2_24H_X2_B19:M20|LJP005_HEPG2_24H_X3_B19:M20
2578,LJP005_HEPG2_24H:M21,BRD-K70401845,erlotinib,trt_cp,HEPG2,1.11 um,24 h,LJP005_HEPG2_24H_X1_B19:M21|LJP005_HEPG2_24H_X2_B19:M21|LJP005_HEPG2_24H_X3_B19:M21
2579,LJP005_HEPG2_24H:M22,BRD-K70401845,erlotinib,trt_cp,HEPG2,0.37 um,24 h,LJP005_HEPG2_24H_X1_B19:M22|LJP005_HEPG2_24H_X2_B19:M22|LJP005_HEPG2_24H_X3_B19:M22
2580,LJP005_HEPG2_24H:M23,BRD-K70401845,erlotinib,trt_cp,HEPG2,0.12 um,24 h,LJP005_HEPG2_24H_X1_B19:M23|LJP005_HEPG2_24H_X2_B19:M23|LJP005_HEPG2_24H_X3_B19:M23
2581,LJP005_HEPG2_24H:M24,BRD-K70401845,erlotinib,trt_cp,HEPG2,0.04 um,24 h,LJP005_HEPG2_24H_X1_B19:M24|LJP005_HEPG2_24H_X2_B19:M24|LJP005_HEPG2_24H_X3_B19:M24
2582,LJP005_HEPG2_24H:N01,BRD-K54997624,alpelisib,trt_cp,HEPG2,10.0 um,24 h,LJP005_HEPG2_24H_X1_B19:N01|LJP005_HEPG2_24H_X2_B19:N01|LJP005_HEPG2_24H_X3_B19:N01
2583,LJP005_HEPG2_24H:N02,BRD-K54997624,alpelisib,trt_cp,HEPG2,3.33 um,24 h,LJP005_HEPG2_24H_X1_B19:N02|LJP005_HEPG2_24H_X2_B19:N02|LJP005_HEPG2_24H_X3_B19:N02
2584,LJP005_HEPG2_24H:N03,BRD-K54997624,alpelisib,trt_cp,HEPG2,1.11 um,24 h,LJP005_HEPG2_24H_X1_B19:N03|LJP005_HEPG2_24H_X2_B19:N03|LJP005_HEPG2_24H_X3_B19:N03
2585,LJP005_HEPG2_24H:N04,BRD-K54997624,alpelisib,trt_cp,HEPG2,0.37 um,24 h,LJP005_HEPG2_24H_X1_B19:N04|LJP005_HEPG2_24H_X2_B19:N04|LJP005_HEPG2_24H_X3_B19:N04
